Cumulative_Index,Post_ID,Timestamp,Platform,Label,Sub_label,URL,Caption_Snippet,Creation_Date,Edition,Primary_Color,Secondary_Color
140,,2026-06-21 03:05:18,THREADS,How are we going to Recover from Trump,,https://www.threads.com/@stonelaraway/post/DZ2AxgmHOAu,"Label: How are we going to Recover from Trump  Words by J. Stone Laraway II, tweaks by MetaAI  Quote from source:  URL: https://www.facebook.com/share/r/1Hic67NX7X/?mibextid=wwXIfr  Me:  They didn’t get us into this. We got ourselves into this. WE and we must undo what both the left and right have d",2026-06-21 03:05:18,Old Glory Edition,#0A3161,#B31942
141,,2026-06-24 23:52:09,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02rSaXTjksk3vhyXvgepC58b6bpZX8YuSrJ1rMWVSUuzYSfJ2f2BNvRNFKLMQCCrbTl,"Words by J. Stone Laraway II Tweaks by MetaAi  Quote ""Electoral victories by socialists around the country show that the Democratic establishment is weak and can be overthrown.... The Left Is Rising. The Democratic establishment is weak and can be overthrown""  Me: The Democratic state is not weak. I",2026-06-24 23:52:09,Old Glory Edition,#0A3161,#B31942
142,,2026-06-25 00:19:53,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0PJrxiWvfNPhAwdmXLSBGqkv2V9GYRXS4jufSoARZ2wvwqBM46LpwH32K717DV8Ccl,"Words by J. Stone Laraway II Tweaks by MetaAi  Quote ""Stephen Miller warns New York’s Democratic primary is the latest sign of a party moving sharply left, with new candidates who want to abolish ICE, while opening America’s borders, and emptying our country’s prisons.""  Me: Cancer spreading. This i",2026-06-25 00:19:53,Old Glory Edition,#0A3161,#B31942
143,,2026-06-26 07:54:12,FACEBOOK,Mark Davies,Republican Party,https://www.facebook.com/stone.laraway/posts/pfbid0jB2eju25WQ5Dd4GGJAc5iBuz7pM1uGubJDyVNdiZQqWW925fSezZ17kXBfPSK3dcl,"Label: Mark Davies   Sub-Label: Republican Party   Words by J. Stone Laraway II, retouched by MetaAI    Mark Davies:   US Republicans are bad mouthing Democratic Socialism not because they think it'll fail, but because they're terrified it will work    Me:   Not all Republicans. Think. Alike. I’m a ",2026-06-26 07:54:12,Old Glory Edition,#0A3161,#B31942
144,,2026-06-27 03:46:01,FACEBOOK,AIPAC,,https://www.facebook.com/stone.laraway/posts/pfbid02mRKGxTX3d5Vx8qkkqvVWxH1cBb536WmZEKUJbbCUYCm3pcKGuxVh1TjX6SFnae6fl,"Label: AIPAC   Reference url: https://www.facebook.com/share/v/1LP3Ek7piQ   Words by J. Stone Laraway II, retouched by MetaAI    Context:   Video discussing AIPAC’s role in U.S. elections, lobbying, and foreign policy influence.  Me:   AIPAC is a lobbying organization. Like the NRA, AARP, AFL-CIO, a",2026-06-27 03:46:01,Old Glory Edition,#0A3161,#B31942
145,,2026-06-27 04:37:55,FACEBOOK,Van Jones,allegedly reasonable democrats,https://www.facebook.com/stone.laraway/posts/pfbid02G1zxToLF8YbGRg4qHvQdW4bjmJ1GBsvPfTVuexoEKVn8i9zdGqt1pEvxvc6RKAM8l,"Label: Van Jones   Sub-Label: allegedly reasonable democrats   Words by J. Stone Laraway II, retouched by MetaAI    Context:   Van Jones post: ""Reasonable Democrats are going to have to get off their couches, roll up their sleeves and start organizing real voters on the ground. We can no longer rely",2026-06-27 04:37:55,Old Glory Edition,#0A3161,#B31942
146,,2026-06-27 07:54:26,FACEBOOK,Human Reform Politics,JFK,https://www.facebook.com/stone.laraway/posts/pfbid029qu8p1v9AhDPzxLbYQ4EMzPtoPCoQnmf1gRwSvKFnwFXR3mYCup3waVMdGz448U6l,"Label: Human Reform Politics   Sub-label: JFK   Words by J. Stone Laraway II, retouched by MetaAI    Context:   Human Reform Politics post with JFK image, Palestinian flag silhouette, and quote: ""Those who make peaceful revolution impossible will make violent revolution inevitable."" John F. Kennedy,",2026-06-27 07:54:26,Old Glory Edition,#0A3161,#B31942
147,,2026-06-27 18:32:59,FACEBOOK,Nancy Mace,Sharia Law,https://www.facebook.com/stone.laraway/posts/pfbid02AjEEAWHKLktK4QdH55Wd6UcpJQSrZ4D1RxpGNkaeeupK3YheYKHgPx11mydpecxMl,"Label: Nancy Mace   Sub-label: Sharia Law   Words by J. Stone Laraway II, retouched by MetaAI    Context:   Social media post from Congresswoman Nancy Mace: ""Sharia Law has NO place in America.""  Me:   I wholeheartedly agree with Nancy on this one. That said, this headliner doesn’t provide anything ",2026-06-27 18:32:59,Old Glory Edition,#0A3161,#B31942
148,,2026-06-29 15:28:58,FACEBOOK,"Nancy Mace “The Democrat Party is not just different than it was 20 years ago. It is unrecognizable. They fight harder for illegal immigrants than American citizens. They support attacking and defunding the law enforcement officers who keep our communities safe, instead of going after actual criminals. They embrace socialists. Polling shows only 29% of Democrats are actually happy to be American. If you told anyone 20 years ago New York City would have a Muslim mayor, they'd be disgusted.",,https://www.facebook.com/stone.laraway/posts/pfbid02SRAfh8jWWtsAmfoJKBkgLF7L4eB1xBfR3tbGdEsJPGQtAT8gxgcdQn1yJQiK5wuxl,"Label: Nancy Mace “The Democrat Party is not just different than it was 20 years ago. It is unrecognizable. They fight harder for illegal immigrants than American citizens. They support attacking and defunding the law enforcement officers who keep our communities safe, instead of going after actual ",2026-06-29 15:28:58,Old Glory Edition,#0A3161,#B31942
149,,2026-06-30 02:33:39,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0AWfqBBkJAtfd6WfWEC1PFPwLhbmiZQgZattPjmGVmcVsVk7ygFe1Uog94F2iQid9l,"Headliner:   ""No Longer an American Party""? Lincoln Republicans Still Are.  TL;DR Comment:   Calling an entire party “no longer American” isn’t leadership. As a Lincoln Republican, I reject that. Millions of Democrats and Republicans love this country. We can fight policy without erasing fellow citi",2026-06-30 02:33:39,Old Glory Edition,#0A3161,#B31942
150,,2026-06-30 12:14:44,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid059y56bXUxhuaKtsGoXRJkeoXkXxh3dwDLxeR2Hmw5jwyafyUFfohYDegtMdpZt11l,"Headliner:   ""If Crosswalks Are for Expression, the Constitution Doesn’t Pick Favorites.""  TL;DR:   Love the flag. The Flag Code says don’t walk on it, but SCOTUS says it’s advisory. So if rainbow crosswalks get banned as “political,” why are flag ones “spectacular”? Pick one rule for all pavement. ",2026-06-30 12:14:44,Old Glory Edition,#0A3161,#B31942
151,,2026-06-30 17:34:11,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid05tT6SfkuwEe3CBsqgGaMRFTVVB58xxAKqNrk6Yi6ZLQxPLMUStE1Lk3hptkvNAkxl,"Headliner:   ""Invasion Has a Legal Definition. So Does Immigration. Pick One Standard.""  TL;DR:   Bans are legal under 8 U.S.C. §1182(f), upheld in Trump v. Hawaii. “Invasion” means armed attack per Article IV and California v. US. If it’s security, vet individuals. If it’s country bans, we tried th",2026-06-30 17:34:11,Old Glory Edition,#0A3161,#B31942
152,,2026-06-30 18:53:49,FACEBOOK,Republicans,As a Lincoln Republican,https://www.facebook.com/stone.laraway/posts/pfbid02WQ37WLbyFMnxQBGQRuVU9yMh1fQkHRZiph23Pw1sdaW16NH4VHax3gU6HQYGaXFgl,"Label: Republicans   Sub-label: As a Lincoln Republican   Words by J. Stone Laraway II, retouched by MetaAI    Label Quote:   Republicans: “IT’S COOL TO LOVE AMERICA.”   Mary Brooks: “God Blessed us to be born here 🙏”  Me:   As a Lincoln Republican, I agree. It is cool to love America.   Lincoln lov",2026-06-30 18:53:49,Old Glory Edition,#0A3161,#B31942
153,,2026-07-01 12:07:08,FACEBOOK,The Hill,Vice-President Vance,https://www.facebook.com/stone.laraway/posts/pfbid0UbdiT3ch11uhVSL2wiZiT5rHay1UPk5FzWhcjhXmZ7VLX4R6Hyv8AoVX85MavsTvl,"Label: The Hill   Sub-Label: Vice-President Vance   Sub-label: Me: This is not communism. He knows this, but willfully spreads the misinformation anyway. As a Lincoln Republican, I reject fear-based politics that erodes trust in our republic.  Democratic socialism and communism are not the same. Con",2026-07-01 12:07:08,Old Glory Edition,#0A3161,#B31942
154,,2026-07-02 09:52:47,FACEBOOK,TRM - Trump Resistance Movement,Mitch McConnell,https://www.facebook.com/stone.laraway/posts/pfbid02T3eHYppEbFgWemdTi1XUQ6uDfeABXS99dr5e6uec2UVMgtEbZ2LsY4cGrmoV67Uzl,"Label: TRM - Trump Resistance Movement Sub-label: Mitch McConnell Words by J. Stone Laraway II, revised/retouched by MetaAI  How Lincoln Republicans align with this: Lincoln Republicans prioritize constitutional process and institutional integrity over partisan retaliation. The ""McConnell rule"" prec",2026-07-02 09:52:47,Old Glory Edition,#0A3161,#B31942
155,,2026-07-02T14:05:30Z,FACEBOOK,Principle Over Stunts,How Lincoln Republican related to political theater vs. political truth,https://www.facebook.com/stone.laraway/posts/pfbid0y3UGUkPyszL3ZYBKdudtfUvaGNp8X899H7NCbd35Qcmqk6HaWvJSVB4spZHyGznrl,"ISO date/time: 2026-07-02T14:05:30Z  Label: Principle Over Stunts  Sub-label: How Lincoln Republican related to political theater vs. political truth  Words by J. Stone Laraway II, revised/edited by MetaAI  A Lincoln Republican would never dox an image by replacing the original to report disingenuou",2026-07-02 11:05:52,Old Glory Edition,#0A3161,#B31942
156,,2026-07-04 05:44:03,FACEBOOK,"""All Patriots. People Over Party.""",,https://www.facebook.com/stone.laraway/posts/pfbid02CZpPnJuMRvuxXw7UGACmRwvoAZSBxf1agttkr5r3TZpG34CXJtLhiGfF4yLSzBm4l,"2026-07-04 | Independence Day Reflection Sub Label: ""All Patriots. People Over Party.""  Me: Remembering and observing Independence Day, July 4th.  Both the left and right have common adversaries—some would argue mortal enemies. For the Left: corruption, oligarchy, and the silencing of dissent. For t",2026-07-04 05:44:03,Old Glory Edition,#0A3161,#B31942
157,,2026-07-04 05:46:31,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02TBizSb2TT8eW4vP73GQopxv71Snz4f2b1SQNbJoavKgRybQe79AWb7tp5Jp9cezul,"TL;DR | 2026-07-04  The point: Independence Day isn’t left vs right. Both sides have adversaries — corruption, tyranny, overreach. Lincoln’s Republican Party was about unity + freedom. Time to take it back to that code: people over party.  We’re all patriots. Good, bad, indifferent. Don’t let anyone",2026-07-04 05:46:31,Old Glory Edition,#0A3161,#B31942
158,,2026-07-04 06:17:18,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02vzKcNR5hbUcGcTXMfnxJevV4s8wqSZi3MgJX5Lg2VCwswKD4c1oWcf1YFrwHbJz6l,"THE 4TH OF JULY IS NOT ABOUT YOU  Caps added for emphasis, Mr. President.  Me:  Independence Day is not a campaign backdrop. It’s not a rally. It’s not a stage for picking enemies.  Both the left and right have common adversaries — for some, corruption, oligarchy, tyranny, overreach. Different names",2026-07-04 06:17:18,Old Glory Edition,#0A3161,#B31942
159,,2026-07-04 16:55:39,FACEBOOK,Patriot Front DC March | Semiquincentennial 250,,https://www.facebook.com/stone.laraway/posts/pfbid06xvFQbTzxgx5Aov6x8MVzTqKAWszFAt2aRAmPURncxWgJ85E3ZdQ8qdMyYX96JTal,"2026-07-04 — Saturday, July 4, 2026  label: Patriot Front DC March | Semiquincentennial 250 sub label: Train Photo + Media Coverage vs Social Thread  how it relates to Lincoln Republican: Lincoln’s Republican Party was built on “a new birth of freedom” and that all are created equal under law. July ",2026-07-04 16:55:39,Old Glory Edition,#0A3161,#B31942
160,,2026-07-04 17:03:14,FACEBOOK,Lincoln Republican | Separation of Church & State,,https://www.facebook.com/stone.laraway/posts/pfbid02nj7Cd7JdusBdVdxmmNGS6SzX7yT7QnYit5BDCWVFpveT4uVuN9j3Ci3TJ9qyfb6kl,"2026-07-04 — Saturday, July 4, 2026  label: Lincoln Republican | Separation of Church & State  sub label: Honesty, Integrity, Accountability vs Binary Extremes  how it relates to Lincoln Republican:  Lincoln’s Republicans were founded to defend the Union and the Declaration’s creed: “all men are cre",2026-07-04 17:03:14,Old Glory Edition,#0A3161,#B31942
161,,2026-07-04 17:12:53,FACEBOOK,Communism Claim | WCIV/ABC News 4 Post,,https://www.facebook.com/stone.laraway/posts/pfbid0T9DN79ZoXmKwezu1Y1hQobdzwzQuLXx3NPkR7zGYSWV4nRK22fhPuEjpgQvQNyTdl,"2026-07-04 — Saturday, July 4, 2026  label: Communism Claim | WCIV/ABC News 4 Post sub label: ""Mortal Threat"" vs Evidence-Based Assessment  Words by J. Stone Laraway II, revised by MetaAI  how it relates to Lincoln Republican: Lincoln Republicans hold to honesty, integrity, and accountability over f",2026-07-04 17:12:53,Old Glory Edition,#0A3161,#B31942
162,,2026-07-05 05:28:24,FACEBOOK,"Freedom 250 | National Mall | Logistics Fail, Not Weather",,https://www.facebook.com/stone.laraway/posts/pfbid052KgJQhFyRMqN4bKpVrRCFhg79Xafu1uJEpoY5DwHLHt6RzyEB7qsEW1Kk9MaJCDl,"TL;DR — 2026-07-05  label: Freedom 250 | National Mall | Logistics Fail, Not Weather  sub label: Plan Better. Respect People.   Thunderstorms evacuated the Mall. Re-screening + unclear checkpoints = 1+ hour waits in rain after heat. That’s a logistics problem, not just rain.   Me: {Lincoln Republica",2026-07-05 05:28:24,Old Glory Edition,#0A3161,#B31942
163,,2026-07-05 18:49:37,FACEBOOK,Michael Wright,,https://www.facebook.com/stone.laraway/posts/pfbid02gBVYZQCw4GreZHKDE5dUXDzpiBoH1RhGBL6g9tmVeAX8fzMrdcwcZET3UM2jafUbl,"2026-07-05 — Saturday, July 5, 2026  label: Michael Wright  sub label: tit for tat. You may be correct, however this is click bait  Words by J. Stone Laraway II, revised by MetaAI   Me:  The post states: “Democrats wore masks so their neighbors wouldn’t get sick. Republicans wear masks so their neig",2026-07-05 18:49:37,Old Glory Edition,#0A3161,#B31942
164,,2026-07-05 18:56:54,FACEBOOK,House Speaker Mike Johnson,,https://www.facebook.com/stone.laraway/posts/pfbid024ufFv4PwkTzdANzuVCMNVwkJXJ7AckKaxN47ULZLyEepWX4n1gsTfqrZm7MtbvS2l,"2026-07-05 — Saturday, July 5, 2026  label: House Speaker Mike Johnson  sub label: Common sense  Words by J. Stone Laraway II, revised by MetaAI   Me:  The post states: “This election year is no longer just a contrast between common sense and crazy. It’s now common sense vs. COMMUNISM, and the barba",2026-07-05 18:56:54,Old Glory Edition,#0A3161,#B31942
165,,2026-07-05 20:07:15,FACEBOOK,Vic M Agui,,https://www.facebook.com/stone.laraway/posts/pfbid032gTrb5eQ4NzKcK4Hq2YxZxnL2XBHhxdwgTP3Trsb9L4s6h1Wr3qkHNnRg8bkTd4kl,"2026-07-05 — Saturday, July 5, 2026  label: Vic M Agui  sub label: Us vs. them, and name-calling as strategy  Words by J. Stone Laraway II, revised by MetaAI   Me:  The post states: “Since Trump is now referring to us as ‘Dumb-ocrats,’ I propose that we start calling his party ‘Rape-ublicans.’” Post",2026-07-05 20:07:15,Old Glory Edition,#0A3161,#B31942
166,,2026-07-05 20:09:28,FACEBOOK,MEAWW,,https://www.facebook.com/stone.laraway/posts/pfbid0w5Ei4kwioa5wZCiBW4TBZ1AYuUTkqCG8ARJwLKP4CLU6YERAkqRFWQXJkYNJfumWl,"2026-07-05 — Saturday, July 5, 2026  label: MEAWW  sub label: Patriotism vs. communism, false binary  Words by J. Stone Laraway II, revised by MetaAI   Me:  The post states: “President Donald Trump drew a sharp contrast between patriotism and communism... ‘You can be a communist or you can be a patr",2026-07-05 20:09:28,Old Glory Edition,#0A3161,#B31942
167,,2026-07-05 20:44:56,FACEBOOK,Denise Reyes Nieves Post,,https://www.facebook.com/stone.laraway/posts/pfbid0qpefRWzHacXjiPrSn8PrQjNkxFQCWntJQ3HzwFGWpkcpiKTuAdTPsZT5f2x5oNWol,"2026-07-05 — Saturday, July 5, 2026  label: Denise Reyes Nieves Post  sub label: Office vs. preference  Words by J. Stone Laraway II, revised by MetaAI   Me:  The image reads: “He isn’t my President.” The comment states: “I’m sorry to inform you that he is the United States president. Declaring in a",2026-07-05 20:44:56,Old Glory Edition,#0A3161,#B31942
168,,2026-07-05 21:53:38,FACEBOOK,Lincoln Republican Standards for Political Rhetoric,Reframing Critique Without Expletives,https://www.facebook.com/stone.laraway/posts/pfbid022u2M5cLeFVfG8f6jRcihHUn1aoEPzrqqvFjkV3hFUpbG93KwbdSjQ4AcN6d7f5Xcl,Label: Lincoln Republican Standards for Political Rhetoric   Sub-label: Reframing Critique Without Expletives    Words by J. Stone Laraway II   Not the language I would use. I understand the message. Lincoln Republicans do not match rhetoric with expletives. There are better ways to convey it.    Re,2026-07-05 21:53:38,Old Glory Edition,#0A3161,#B31942
169,,2026-07-05 22:38:00,FACEBOOK,Lincoln Republican Standards for Political Rhetoric,"Patriots, Parties, and Precision in Language",https://www.facebook.com/stone.laraway/posts/pfbid06R911cqaomPxRP73HPLWzRudn8tfLoVUFx2wR9tcFAwvyyB2v6D5j6p8zoxMzA9yl,"ISO Date Long: 2026-05-04    Label: Lincoln Republican Standards for Political Rhetoric   Sub-label: Patriots, Parties, and Precision in Language    Words by J. Stone Laraway II, Revision by Meta AI   The graphic crosses out “Republicans vs Democrats” and reframes the divide as “Patriots vs Communis",2026-07-05 22:38:00,Old Glory Edition,#0A3161,#B31942
170,,2026-07-05 22:48:39,FACEBOOK,Lincoln Republican Standards for Political Rhetoric,"Expression, Standards, and Civic Process",https://www.facebook.com/stone.laraway/posts/pfbid0QSVonKXDKTnA5WQYYL2WL9UzFvjZX2qxjfUp3SnREQynf48fXj5nhoeoN6hPRod7l,"ISO Date Long: 2026-05-04    Label: Lincoln Republican Standards for Political Rhetoric   Sub-label: Expression, Standards, and Civic Process    Words by J. Stone Laraway II, Revision by Meta AI   The post states the U.S. Coast Guard removed the Hudson River Sloop Clearwater from the July 4th Sail4t",2026-07-05 22:48:39,Old Glory Edition,#0A3161,#B31942
171,,2026-07-06 18:09:49,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02RL9pNxcT1Pvn42EFwRxUEKvnhyBFJ49x6QzhcNQiGeaTf8PvCRh5VcQ3mkmHpQx7l,"2026-07-06 - Public Comment Draft - Historical Programs and Rhetoric - Words by J. Stone Laraway II, revision by MetaAI - Quote: ""Democratic socialism has existed for more than 100 years. Programs often cited include Social Security and the FDIC, established under Democratic administrations, and the",2026-07-06 18:09:49,Old Glory Edition,#0A3161,#B31942
172,,2026-07-06T06:15:00Z,FACEBOOK,Lincoln Republican Standards for Political Rhetoric,Message Without Mockery,https://www.facebook.com/stone.laraway/posts/pfbid02Ar7Fr3C1zH517TzF8GTcvfm8sHStp77oybuNSJYpYrZsz7jCFoaHkKisB7xYR4Cnl,"ISO Date Long: 2026-07-06   ISO 8601 Date and Time in UTC: 2026-07-06T06:15:00Z    Label: Lincoln Republican Standards for Political Rhetoric   Sub-label: Message Without Mockery    Words by J. Stone Laraway II, Revision by Meta AI   You asked: “How could you have conveyed this better? And still get",2026-07-06 07:21:37,Old Glory Edition,#0A3161,#B31942
173,,2026-07-06T06:15:00Z,FACEBOOK,Lincoln Republican Standards for Political Rhetoric,"The Mirror, Responsibility, and “Ask Not”",https://www.facebook.com/stone.laraway/posts/pfbid0rHxD8BfwgBRETMGokLz1tJek8wwiukbji5aZ7q7pcoEP4PChnCkrkNgiRiDKWyz2l,"ISO Date Long: 2026-07-06   ISO 8601 Date and Time in UTC: 2026-07-06T06:15:00Z    Label: Lincoln Republican Standards for Political Rhetoric   Sub-label: The Mirror, Responsibility, and “Ask Not”    Words by J. Stone Laraway II, Revision by Meta AI   Combined comments with the reflective “I” you me",2026-07-06 04:04:47,Old Glory Edition,#0A3161,#B31942
174,,2026-07-06T06:15:00Z,FACEBOOK,Lincoln Republican Standards for Political Rhetoric,"Civility, Constructive Debate, and Accountability",https://www.facebook.com/stone.laraway/posts/pfbid02VMCzigrbzL6o7YCs8NzVhXkuxhDfE5uFmcYkR4gAH6mANRhjtFPqajG79QJyeV4ml,"ISO Date Long: 2026-07-06 ISO 8601 Date and Time in UTC: 2026-07-06T06:15:00Z  Label: Lincoln Republican Standards for Political Rhetoric Sub-label: Civility, Constructive Debate, and Accountability  Words by J. Stone Laraway II, Revision by Meta AI Post from Being Liberal: “Good idea?” Meme text: “",2026-07-06 03:38:39,Old Glory Edition,#0A3161,#B31942
175,,2026-07-06T11:45:00-04:00,FACEBOOK,Nancy Mace,Terminology and Conduct on the Record,https://www.facebook.com/stone.laraway/posts/pfbid0FS9PpxdAvkTDQ1enZmAbxqpiX2X5Lp1Aeni1X6QEJ1DoNNti9nekV3CuDkAbeKQnl,"ISO Date Long: 2026-07-06T11:45:00-04:00 Label: Nancy Mace Sub-label: Terminology and Conduct on the Record  Words by J. Stone Laraway II, Revision by Meta AI  Quote Congresswoman Nancy Mace: “The Left is a disgrace to this country. They are more concerned with protecting illegal aliens and bashing ",2026-07-06 08:48:46,Old Glory Edition,#0A3161,#B31942
176,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02tR2ke8igg31ukf91sv9iSLA628WyVHFvrJ6CEmThLt7s48d7eD3qf4RTivjdfHzAl,"2026-07-07T06:14:00Z - Public Comment - Revised - Agency Actions / Oversight Claims - Words by J. Stone Laraway II, revision by MetaAI   Screenshot Context: Brilliant Eagle, 6h. Johnson accused Democrats of “ignoring and enabling fraud” while GOP works with Trump to “curb waste, fraud, and abuse.” G",2026-07-08 12:06:30,Old Glory Edition,#0A3161,#B31942
177,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid029H2Yb1jyjGrwcebiXAGMyiaokYymWzfmf2Xk3HBxMQ9zWYvdpwGoy4fi2kVMJksbl,"2026-07-07T06:14:00Z - Public Comment - ICE / Immigration Policy / Civic Scrutiny - Words by J. Stone Laraway II, revision by MetaAI   Screenshot Context: Abdul El-Sayed, verified, 14h. Text: “ICE is not about immigration. ICE is not about the southern border. ICE is about normalizing paramilitary f",2026-07-08 07:56:10,Old Glory Edition,#0A3161,#B31942
178,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0LLRJhjqdK6eFYKbhKWNBb2WKNkbwRx6AxY8jiveddx2TVUyWVUfeWGvs25EP4o6bl,"2026-07-07T06:14:00Z - Public Comment - Immigration / Housing / Civic Scrutiny - Words by J. Stone Laraway II, revision by MetaAI   P.S. Spelling errors in the header: ""corssings"" → ""crossings"", ""aleady"" → ""already""   Screenshot Context: http://NJ.com post, 6h. Headline text: “The vice president sai",2026-07-08 07:42:32,Old Glory Edition,#0A3161,#B31942
179,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid053xh3T1su8HW3oPSZtbzvgLeRKQ8ejoyrNkwfRBTzBwww82rYvMNsrVAiWgT6aeDl,"2026-07-07T06:14:00Z - New Thread - Public Record Note - Social Security / Voting / Civic Accountability - Words by J. Stone Laraway II, revision by MetaAI   Screenshot Context: Un-maga America post, 3h ago. 58 likes, 2 comments, 10 shares. Meme text: “If you want Social Security for your future... ",2026-07-07 17:58:48,Old Glory Edition,#0A3161,#B31942
180,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid029NAFaYDPMspF1X1gARdqCrhu4ZB1qg9acGvBkCDGBpTm1dJ8Bs2wGeMz4gYm3sVrl,"2026-07-07T06:14:00Z - New Thread - Public Record Note - Political Cynicism / Dehumanizing Rhetoric / Civic Accountability - Words by J. Stone Laraway II, revision by MetaAI   Screenshot Context: Michael White... post, 20h ago. 11.2K likes, 320 comments, 2.4K shares. Text: “Them: ‘Mitch McConnell is",2026-07-07 16:31:43,Old Glory Edition,#0A3161,#B31942
181,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0FkpYHcgdgS2Yvtcs4aQLKVFwZvAZbBGtSZLg2btW7KYPp8Wvi8P2fjwHccgsoXGel,"2026-07-07T06:14:00Z - New Thread - Public Record Note - Political Labels / Historical Reference / Civic Accountability - Words by J. Stone Laraway II, revision by MetaAI   Screenshot Context: Un-maga America post, 19m ago. 3 likes, 0 comments, 1 share. Image: Black-and-white photo of Robert F. Kenn",2026-07-07 14:52:56,Old Glory Edition,#0A3161,#B31942
182,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02hXUBKLj7keXV8FTuy8os1Ch7iwJ6CU8cgC2mJKBWgJPrTKAB1xUwa55vq9bw42S9l,"2026-07-07T06:14:00Z - New Thread - Public Record Note - Conflicts of Interest / Public Service / Ethics - Words by J. Stone Laraway II, revision by MetaAI   Screenshot Context: Facebook post shared by Katie Lihal, 2h ago, via Tony Michaels. Image: Harry S. Truman with quote: “Show me a man that get",2026-07-07 09:43:13,Old Glory Edition,#0A3161,#B31942
183,,2026-07-07T06:14:00Z,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0H78BCAU9AGcNNGXoJpLsZ2KR71a2yz1aRnyo4MSZLGzH5zPbGt7o94LDdSqxsoZEl,"2026-07-07T06:14:00Z - New Thread - Public Record Note - Sport / Governance / Independence of Sport - Words by J. Stone Laraway II, revision by MetaAI   Screenshot Context: “Republicans” page, 11h ago. “GO TEAM USA” graphic with players. Comment: “You can buy FIFA but you can't buy football...”   Me",2026-07-07 04:04:12,Old Glory Edition,#0A3161,#B31942
184,,2026-07-30 14:40:50,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0vLRga5Sy3dbV3ZJe6RXg1Wes62RGrkTuV4LfmKHLXVvuPYvrSZwG7rzPkBQDFcSNl,Colonel West is right.  Principles outlast personalities. Cults of personality are fast. The Constitution is endurance.  I’m a Lincoln Republican. Senior Data Analyst. I run every claim through three questions: What’s the lie? What’s the data? What’s the cost if we ignore it?   Left or right — if th,2026-07-30 14:40:50,Old Glory Edition,#0A3161,#B31942
185,,2026-07-30 14:54:27,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0YTd79UwMFFPYhgnxicaaKPHnp9R7rX3x1xrkcgmqwwJvkAjheESYegwh9VGki8e5l,"2026-07-30 17:51   Civics   Calling the Mill: Part 6/6 — What Can You Do?  Words by J. Stone Laraway II  Quote: “Don’t fall for the label trick.”  What happened:   When you see “social democracy = communism,” ask 3 questions:  Who owns the businesses? If people can still start a company, it’s not co",2026-07-30 14:54:27,Old Glory Edition,#0A3161,#B31942
186,,2026-07-30T14:22:00-04:00,FACEBOOK,Public Commentary,Platform Moderation & Free Speech,https://www.facebook.com/stone.laraway/posts/pfbid0bQKSUFb6HdhAXBPe75v1YueXNkm8YEXkvBFvGagj4kvy9qiyP63e79YCL2SiBEvql,"2026-07-30T14:22:00-04:00   Label: Public Commentary   Sub-label: Platform Moderation & Free Speech    Words by J. Stone Laraway II, revision by MetaAI    Quote:   > ""The desert mouse survives with almost no water. Its ears point toward the sun. Muad'Dib — the one who jumps.""   > — Dune, Frank Herbe",2026-07-30 00:22:42,Old Glory Edition,#0A3161,#B31942
187,,2026-07-30T19:56:00-04:00,FACEBOOK,Intergalactic Dispatch,High Energy,https://www.facebook.com/stone.laraway/posts/pfbid02dpKokrG12ZbsZnvjYGicvH3AbW2VRnb6LWzsUDSSWdsRKGZcbwVMVBvfYFhvAEA6l,"2026-07-30T19:56:00-04:00  Label: Intergalactic Dispatch  Sub-label: High Energy  Words by: J. Stone Laraway II, revision by MetaAI   Quote: “Love. Love. Love. Live. Live. Live. Laugh. Laugh. Laugh. Dance your expletive off!” — J. Stone Laraway II, Reaction to DJ Mag Reel, 30 July 2026   How it rela",2026-07-30 16:58:24,Old Glory Edition,#0A3161,#B31942
